,"@FIXME: "
"Visible on Product View Page on Front-end","Hiện thị trên trang xem sản phẩm trên giao diện khách hàng"
Visible,"Hiển thị"
Watermark,"Dấu bản quyền"
"Watermark Default Size","Kích thước mặc định dấu bản quyền"
"Watermark Default Size","Kích thước mặc định dấu bản quyền"
"Watermark Opacity, Percent","Độ mờ dấu bản quyền, phần trăm"
"Watermark Opacity, Percent","Độ mờ dấu bản quyền, phần trăm"
"Watermark Position","Vị trí dấu bản quyền"
"Watermark Position","Vị trí dấu bản quyền"
Watermark,"Dấu bản quyền"
"We Also Recommend","Chúng tôi cũng đề nghị"
"We Also Recommend","Chúng tôi cũng đề nghị"
"Website Item Must be checked","@FIXME: Trang web mục Phải được kiểm tra"
"Web Site Item Must be checked","@FIXME: Trang web mục Phải được kiểm tra"
Websites,"Các website"
"Website Store Must be checked","@FIXME: Lưu trữ trang web Phải được kiểm tra"
"Web Site Store Must be checked","@FIXME: Trang Web Store Phải được kiểm tra"
Websites,"Các website"
Website,"@FIXME: website"
Website,"@FIXME: website"
"What's this?","Đây là gì?"
"What's this?","Đây là gì?"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown.","Cho dù để hiển thị tùy ""Tất cả"" trong thư mục thả xuống ""Hiển thị X mỗi trang""."
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown.","Cho dù để hiển thị tùy ""Tất cả"" trong thư mục thả xuống ""Hiển thị X mỗi trang""."
"Will make search for the query above return results for this search.","Sẽ thực hiện tìm kiếm cho truy vấn trên trả lại các kết quả cho tìm kiếm này."
"(Will make search for the query above return results for this search.)","@FIXME: (Sẽ thực hiện tìm kiếm cho các truy vấn trên kết quả trả lại cho tìm kiếm này. )"
"Will make search for the query above return results for this search.","Sẽ thực hiện tìm kiếm cho truy vấn trên trả lại các kết quả cho tìm kiếm này."
"Wrong BuyRequest instance in options group.","Sai yêu cầu mua hàng thể hiện trong nhóm các tùy chọn."
"Wrong BuyRequest instance in options group.","Sai yêu cầu mua hàng thể hiện trong nhóm các tùy chọn."
"Wrong BuyRequest instance in options group","@FIXME: Ví dụ BuyRequest sai trong nhóm tùy chọn"
"Wrong configuration item instance in options group.","Sai cấu hình mặt hàng thể hiện trong nhóm các tùy chọn."
"Wrong configuration item instance in options group.","Sai cấu hình mặt hàng thể hiện trong nhóm các tùy chọn."
"Wrong configuration item option instance in options group.","Sai tùy chọn cấu hình mặt hàng thể hiện trong nhóm các tùy chọn."
"Wrong configuration item option instance in options group.","Sai tùy chọn cấu hình mặt hàng thể hiện trong nhóm các tùy chọn."
"Wrong option instance type in options group.","Sai loại đối tượng tùy chọn trong nhóm tùy chọn."
"Wrong option instance type in options group.","Sai loại đối tượng tùy chọn trong nhóm tùy chọn."
"Wrong option instance type in options group","@FIXME: Sai lựa chọn loại ví dụ trong nhóm tùy chọn"
"Wrong option type to get group instance.","Sai loại tùy chọn để nhận đối tượng nhóm."
"Wrong option type to get group instance.","Sai loại tùy chọn để nhận đối tượng nhóm."
"Wrong product instance type in options group.","Sai loại đối tượng sản phẩm trong nhóm các tùy chọn."
"Wrong product instance type in options group.","Sai loại đối tượng sản phẩm trong nhóm các tùy chọn."
"Wrong product instance type in options group","@FIXME: Sai loại sản phẩm ví dụ trong nhóm tùy chọn"
"Wrong product type filter specified","Sai bộ lọc loại sản phẩm được xác định"
"Wrong product type filter specified","Sai bộ lọc loại sản phẩm được xác định"
"Wrong product type to extract configurable options.","Sai loại sản phẩm để trích xuất các tùy chọn cấu hình."
"Wrong product type to extract configurable options.","Sai loại sản phẩm để trích xuất các tùy chọn cấu hình."
"Wrong quote item instance in options group","@FIXME: Sai quote dụ mục trong nhóm tùy chọn"
"Wrong quote item option instance in options group","@FIXME: Sai mục quote lựa chọn instance trong nhóm tùy chọn"
"WYSIWYG Editor","Trình soạn thảo WYSIWYG"
"WYSIWYG Editor","Trình soạn thảo WYSIWYG"
x,"@FIXME: x"
x,"@FIXME: x"
"Year Range","Phạm vi năm"
"Year Range","Phạm vi năm"
Yes,Có
Yes/No,"@FIXME: Có / Không"
Yes,Có
"You cannot delete this attribute","@FIXME: Bạn không thể xóa thuộc tính này"
"You cannot edit this attribute","@FIXME: Bạn không thể chỉnh sửa thuộc tính này"
"You cannot remove system attribute from this set.","Quý khách không thể loại bỏ thuộc tính hệ thống khỏi nhóm này."
"You cannot remove system attribute from this set.","Quý khách không thể loại bỏ thuộc tính hệ thống khỏi nhóm này."
"You cannot update this attribute","@FIXME: Bạn không thể cập nhật thuộc tính này"
"You have no items to compare.","Quý khách không có mặt hàng nào để so sánh."
"You have no items to compare.","Quý khách không có mặt hàng nào để so sánh."
"You may also be interested in the following product(s)","Quý khách cũng có thể quan tâm đến (các) sản phẩm sau"
"You may also be interested in the following product(s)","Quý khách cũng có thể quan tâm đến (các) sản phẩm sau"
"Zoom In","Phóng to"
"Zoom In","Phóng to"
"Zoom Out","Thu nhỏ"
"Zoom Out","Thu nhỏ"
